Matricula, Marca, Modelo, Ano, Dono, Codigo do Veiculo
68-LJ-93, BMW, 520, 1996, 9168390, 3161
22-JU-86, BMW, X3, 2002, 1819492, 3173
60-PT-69, BMW, X3, 2001, 12640918, 3178
12-SK-82, BMW, X3, 1998, 8271108, 3184
53-DT-65, BMW, 530, 2003, 8642417, 3189
46-UI-67, BMW, 530, 2000, 10552194, 3212
01-MF-31, BMW, 530, 2001, 13697207, 3214
63-AS-21, BMW, 530, 1991, 12077132, 3230
05-JU-65, BMW, 320, 1999, 5771090, 3235
08-GB-41, BMW, X3, 2002, 5216685, 3247
60-VD-43, BMW, X3, 1995, 6421176, 3256
72-QD-01, BMW, 320, 2000, 10367564, 3282
07-QD-09, BMW, 530, 2004, 13296132, 3293
07-LT-17, BMW, 530, 2005, 4751790, 3297
41-LF-69, BMW, X3, 2007, 1462459, 3300
07-NQ-22, BMW, X6, 2008, 14826315, 3301
59-KE-50, BMW, 520, 2003, 13883514, 3303
02-RV-48, BMW, 530, 2000, 6110024, 3308
15-NE-73, BMW, 320, 2008, 1861785, 3311
86-TP-21, BMW, 530, 1997, 3854684, 3313
52-HB-54, BMW, 530, 2006, 11591479, 3314
75-FM-20, BMW, 530, 2000, 8939767, 3315
84-AL-35, BMW, 530, 2007, 7965764, 3326
61-MD-32, BMW, 520, 2002, 11143731, 3341
19-RI-72, BMW, 520, 1991, 10401529, 3356
10-DB-79, BMW, 530, 2005, 10758460, 3362
65-NI-04, BMW, 320, 1994, 8659689, 3366
95-LH-84, BMW, 520, 1995, 9151733, 3370
43-MT-68, BMW, 530, 1994, 8728113, 3379
40-SM-44, BMW, 530, 1998, 5252712, 3395
85-BE-66, BMW, 520, 1998, 3701566, 3399
42-KQ-87, BMW, 520, 2008, 12451124, 3406
38-SP-37, BMW, 520, 1996, 2667455, 3415
89-KQ-22, BMW, X6, 1996, 11075449, 3419
23-FC-53, BMW, X3, 2009, 12356646, 3423
31-GD-98, BMW, 530, 2002, 2528375, 3440
88-BH-95, BMW, 320, 2001, 2241460, 3454
77-FD-23, BMW, X3, 2003, 4068594, 3462
61-FH-63, BMW, 530, 1991, 12165964, 3476
96-LA-32, BMW, 530, 1991, 1867449, 3500
00-QC-43, BMW, 530, 2009, 3274475, 3502
63-PK-29, BMW, X3, 1998, 4332984, 3518
71-JR-22, BMW, X3, 2001, 10111023, 3534
07-ED-14, BMW, 520, 2002, 2146732, 3541
14-MD-67, BMW, 530, 1994, 7639175, 3547
11-SI-65, BMW, X3, 1995, 13608771, 3551
32-SQ-65, BMW, X3, 2004, 13934316, 3552
22-II-50, BMW, X3, 2009, 7910652, 3554
54-CK-61, BMW, X3, 1995, 12241667, 3562
38-HO-56, BMW, 530, 2008, 10290904, 3565
35-LH-88, BMW, 530, 2004, 7309426, 3578
45-GE-49, BMW, 520, 1990, 11482439, 3583
97-OQ-06, BMW, X6, 2006, 9003323, 3584
73-ML-01, BMW, 520, 2003, 12455450, 3592
21-QF-11, BMW, X3, 1999, 13431457, 3601
51-CS-62, BMW, 520, 1999, 6420646, 3607
83-AI-39, BMW, X3, 1996, 10933484, 3608
38-PE-37, BMW, 520, 2006, 3474865, 3612
36-FO-73, BMW, X6, 2006, 13196060, 3616
75-ST-72, BMW, 320, 2009, 13885346, 3632
38-FL-30, BMW, 520, 2007, 11131154, 3634
94-BD-58, BMW, X3, 2002, 9580590, 3636
21-LM-53, BMW, 530, 2009, 10371488, 3645
03-NG-54, BMW, 530, 1993, 3509532, 3652
42-RB-12, BMW, X6, 2003, 14080900, 3658
64-LE-06, BMW, 530, 1990, 2950504, 3660
81-AE-72, BMW, X3, 1991, 9430158, 3662
23-EN-05, BMW, 320, 2002, 4792135, 3671
91-AI-67, BMW, X3, 2007, 9035252, 3678
41-TV-90, BMW, X6, 2008, 8625260, 3698
37-SU-98, BMW, 320, 2005, 4022268, 3715
87-SN-62, BMW, X3, 2010, 14374292, 3716
31-GH-34, BMW, 320, 2002, 3008426, 3719
90-PA-43, BMW, X3, 1999, 4406698, 3723
73-TF-70, BMW, X3, 1993, 10188171, 3732
09-CE-20, BMW, X3, 2010, 8754606, 3752
02-JQ-26, BMW, 530, 2002, 6079111, 3759
08-VO-19, BMW, 530, 2001, 12745152, 3773
00-EM-77, BMW, 520, 1994, 5628046, 3776
36-DD-53, BMW, 520, 1997, 9238604, 3783
52-EC-48, BMW, 320, 2002, 4340561, 3788
40-OG-90, BMW, 530, 2007, 6253518, 3798
55-AP-18, BMW, 520, 2007, 3545302, 3807
83-EO-95, BMW, X6, 1995, 14854531, 3808
13-EG-76, BMW, 520, 1994, 2829924, 3828
84-GU-84, BMW, X3, 2010, 12415030, 3829
48-FG-06, BMW, 320, 1995, 4768401, 3875
13-TD-22, BMW, 530, 2005, 5139273, 3882
05-JL-73, BMW, X6, 2007, 6236430, 3883
61-PQ-79, BMW, X3, 2010, 3662881, 3903
03-VS-22, BMW, X3, 2004, 4024805, 3906
09-QR-68, BMW, 530, 1990, 14368366, 3909
98-RH-84, BMW, X3, 1992, 2070446, 3910
57-HM-05, BMW, X3, 2001, 8369542, 3912
00-LN-51, BMW, X3, 1996, 13772282, 3932
21-HD-91, BMW, 530, 2005, 7940200, 3939
21-JF-18, BMW, 320, 2003, 1617171, 3942
63-GN-51, BMW, X3, 1992, 3988951, 3946
32-GG-04, BMW, X3, 2009, 6796746, 3966
10-HV-32, BMW, 320, 1990, 5719549, 3967
31-BG-00, BMW, X3, 1995, 14632878, 3969
94-FQ-11, BMW, 520, 1992, 2065506, 3973
64-IG-97, BMW, 320, 2001, 2837230, 3979
44-TJ-52, BMW, X6, 2010, 6520015, 3994
32-EM-07, BMW, X6, 1994, 1581245, 3998
86-JO-36, BMW, 320, 1997, 6893102, 4003
36-BG-89, BMW, X3, 2001, 6666601, 4005
71-SG-46, BMW, 530, 2008, 6852024, 4010
91-EF-18, BMW, X3, 2002, 4136010, 4015
47-VC-55, BMW, 520, 1991, 11192207, 4024
34-VE-21, BMW, 520, 2008, 6986049, 4026
14-MQ-73, BMW, X3, 1997, 14542460, 4046
64-DP-25, BMW, X6, 2000, 13157549, 4049
48-KG-52, BMW, 520, 1998, 7971235, 4056
20-RS-60, BMW, X6, 2009, 3185863, 4057
63-HU-48, BMW, X6, 1999, 14487685, 4061
11-AE-74, BMW, X3, 2007, 3934095, 4072
03-EP-59, BMW, 520, 1991, 13060838, 4082
28-QE-02, BMW, X3, 2002, 9903936, 4091
24-RC-71, BMW, 530, 1995, 10112196, 4095
86-SC-39, BMW, 320, 2004, 14448176, 4097
63-TA-44, BMW, 530, 1994, 3959633, 4101
04-CO-95, BMW, 320, 1998, 2759051, 4104
21-AJ-06, BMW, 320, 1997, 1366245, 4106
16-FT-84, BMW, 320, 2010, 13813379, 4108
92-FS-40, BMW, X3, 2006, 2567224, 4116
81-GR-14, BMW, X3, 2009, 3959633, 4130
23-SA-40, BMW, 530, 1993, 10620430, 4131
87-AP-56, BMW, X3, 1992, 4040961, 4132
60-AT-17, BMW, X6, 1991, 14962555, 4141
04-LA-41, BMW, 520, 2004, 2469610, 4161
93-IF-10, BMW, X6, 2005, 7931872, 4163
71-RO-71, BMW, 520, 1997, 5774500, 4169
67-AH-13, BMW, 320, 2007, 11704392, 4170
69-KD-39, BMW, 520, 1997, 11978212, 4178
47-FJ-16, BMW, 530, 2009, 13401103, 4189
36-TQ-69, BMW, 530, 2003, 2390363, 4194
76-TA-33, BMW, 530, 2005, 11564868, 4197
76-NO-84, BMW, 530, 1992, 4409663, 4200
49-AG-43, BMW, X6, 1996, 13084703, 4212
48-RG-83, BMW, 320, 1999, 9432873, 4215
08-CD-76, BMW, 320, 1994, 14809984, 4219
46-EM-57, BMW, 530, 1994, 11675685, 4228
89-AF-99, BMW, X6, 1991, 13762346, 4229
14-CF-89, BMW, X6, 1990, 13673500, 4231
72-UM-65, BMW, 320, 1994, 5855530, 4236
25-QT-59, BMW, 520, 2007, 14475720, 4239
99-EF-18, BMW, 520, 1996, 2912877, 4254
39-QT-25, BMW, 530, 2007, 4079912, 4271
63-DB-94, BMW, X3, 2000, 11574029, 4279
46-GT-76, BMW, X6, 1994, 10631948, 4284
78-FI-17, BMW, 520, 1990, 3682502, 4295
55-KC-87, BMW, 530, 1993, 5722660, 4297
68-OE-09, BMW, X3, 1993, 2363102, 4300
20-VB-84, BMW, X3, 1997, 2442386, 4302
67-BG-28, BMW, 530, 1991, 2440175, 4305
39-TH-49, BMW, X3, 1999, 1575135, 4307
65-RO-92, BMW, 320, 1993, 4773842, 4315
19-CH-55, BMW, 520, 1994, 9532749, 4328
41-IB-76, BMW, X3, 2002, 13290205, 4345
69-QQ-56, BMW, X3, 1993, 4629920, 4347
29-TF-51, BMW, X3, 2001, 9023790, 4350
37-RL-44, BMW, 320, 2003, 8885479, 4357
44-OC-46, BMW, 530, 1995, 9733273, 4373
49-OR-97, BMW, X6, 2008, 10412524, 4383
56-EV-84, BMW, X6, 2010, 2943852, 4406
02-PV-36, BMW, 530, 2007, 2700160, 4408
28-TG-60, BMW, X3, 2004, 1857406, 4414
52-PS-95, BMW, X3, 2002, 5601627, 4416
20-VF-58, BMW, 320, 1992, 14474393, 4417
06-BG-81, BMW, 520, 1993, 2724923, 4420
50-NU-76, BMW, 530, 1996, 7129543, 4424
67-GV-66, BMW, 320, 1996, 12736971, 4426
85-IF-14, BMW, X3, 1998, 7320942, 4438
90-ND-64, BMW, 530, 2002, 14448453, 4509
54-JR-40, BMW, 530, 1999, 2181088, 4528
85-CI-17, BMW, 320, 1993, 5206088, 4533
76-FH-48, BMW, 530, 1997, 10480767, 4546
64-VM-27, BMW, X3, 2010, 13251558, 4554
57-OM-24, BMW, 530, 1996, 9627634, 4570
13-SI-98, BMW, X3, 1997, 3199659, 4573
62-IM-19, BMW, X3, 1992, 8592230, 4576
65-GV-92, BMW, 320, 2002, 12216903, 4577
44-DG-66, BMW, X6, 2000, 13501278, 4586
65-DC-50, BMW, 530, 1990, 6820997, 4594
16-OM-69, BMW, X3, 2009, 4569303, 4595
36-UN-78, BMW, X3, 1995, 12764950, 4596
59-GG-78, BMW, 520, 2008, 11017356, 4599
24-EF-35, BMW, X3, 1991, 2263564, 4604
33-SA-01, BMW, 320, 2002, 4303182, 4609
12-PL-93, BMW, 320, 2000, 12235424, 4611
62-UB-22, BMW, 520, 2005, 4220866, 4618
81-NN-20, BMW, X6, 1991, 11053877, 4622
10-OE-60, BMW, 530, 1991, 1481725, 4643
99-BN-05, BMW, X6, 1994, 4498226, 4661
96-UU-80, BMW, 530, 2002, 8190141, 4666
60-JS-67, BMW, X6, 1990, 2845778, 4675
18-EO-42, BMW, 530, 1992, 1715426, 4680
04-TF-11, BMW, 530, 1991, 9445155, 4686
77-CD-67, BMW, X3, 1993, 13772282, 4695
64-LK-47, BMW, 530, 1992, 2785064, 4708
11-HQ-07, BMW, 530, 1991, 3438637, 4710
34-LA-31, BMW, 530, 1999, 1121526, 4719
77-SB-79, BMW, 320, 1993, 11906102, 4729
29-AJ-63, BMW, 320, 2004, 2141475, 4737
28-VF-42, BMW, 320, 1992, 10751541, 4744
48-VR-64, BMW, 320, 2007, 7429795, 4747
97-MB-64, BMW, 320, 2006, 10318249, 4749
71-TM-14, BMW, X3, 2009, 2215290, 4755
44-BV-90, BMW, 320, 2007, 3130763, 4770
01-GD-03, BMW, 530, 1994, 4886408, 4772
37-EE-75, BMW, X6, 1996, 11563733, 4775
19-ME-60, BMW, 520, 1993, 13259141, 4798
08-MD-94, BMW, 320, 1999, 9231175, 4800
58-BJ-57, BMW, 320, 1995, 5082758, 4801
87-PL-60, BMW, 320, 2007, 13537382, 4804
60-DP-07, BMW, X3, 1990, 14487685, 4807
95-KM-81, BMW, X6, 1994, 5042764, 4824
04-IC-13, BMW, 530, 1999, 9078848, 4825
42-FQ-23, BMW, 520, 1999, 12777320, 4872
90-NA-94, BMW, 530, 2006, 8858996, 4894
37-EV-37, BMW, 320, 1990, 4604767, 4899
76-MN-16, BMW, X6, 2000, 10694427, 4910
98-LG-15, BMW, X6, 2008, 13840255, 4927
65-UJ-90, BMW, X6, 2004, 12287701, 4934
49-HK-57, BMW, X3, 1999, 7136209, 4935
56-EC-58, BMW, 320, 1998, 6405275, 4941
10-VS-75, BMW, 530, 1999, 14741416, 4957
19-DP-04, BMW, X3, 1998, 8789732, 4969
82-LN-68, BMW, 530, 2010, 11859853, 4976
95-FS-92, BMW, 320, 2000, 7532937, 4988
09-IP-03, BMW, X6, 2001, 4359968, 4998
39-GI-52, BMW, X6, 2004, 10594734, 5013
73-TD-24, BMW, X6, 1996, 12749405, 5015
68-CV-04, BMW, 320, 1995, 13019454, 5023
74-NI-65, BMW, 520, 1992, 4644355, 5029
68-UL-72, BMW, X6, 2001, 9121744, 5039
73-LQ-64, BMW, X6, 2000, 12535645, 5058
28-CG-67, BMW, X6, 1998, 5989180, 5060
39-FK-03, BMW, 320, 1999, 2787262, 5070
16-LU-70, BMW, X3, 2003, 2914858, 5073
75-HD-29, BMW, 520, 1992, 8136863, 5091
19-CU-57, BMW, 520, 2009, 1635819, 5095
94-BG-83, BMW, X3, 1992, 13316927, 5103
51-BH-14, BMW, X3, 1998, 3274883, 5117
03-UO-90, BMW, X3, 1998, 4331107, 5124
20-US-14, BMW, 530, 1999, 1659962, 5139
22-JH-65, BMW, X3, 1990, 6878842, 5145
46-SR-79, BMW, X3, 1992, 6973582, 5147
42-JL-55, BMW, 520, 2008, 10056303, 5157
55-VC-65, BMW, 530, 2005, 8801900, 5168
73-KP-49, BMW, 530, 1997, 1888630, 5176
54-SH-80, BMW, X6, 1998, 12239074, 5187
23-MB-90, BMW, 320, 1991, 9363008, 5188
53-QF-31, BMW, X6, 2001, 13952733, 5197
45-TD-12, BMW, 530, 2010, 1914714, 5199
86-AH-00, BMW, X3, 1998, 9237308, 5205
08-RI-32, BMW, 320, 1999, 10107161, 5208
71-TT-74, BMW, X6, 1991, 5076986, 5218
50-DA-49, BMW, 530, 2009, 11259909, 5223
35-RO-76, BMW, 320, 2001, 5272145, 5226
26-EP-69, BMW, X6, 1993, 13803647, 5229
49-TT-63, BMW, 530, 2003, 7944457, 5232
45-CK-06, BMW, 530, 1991, 7613414, 5234
80-HM-44, BMW, 520, 2002, 2596197, 5237
22-TK-58, BMW, 520, 1995, 10371488, 5245
14-VU-57, BMW, 530, 2010, 5070749, 5252
64-TT-42, BMW, X3, 1991, 11700204, 5255
70-QK-08, BMW, 320, 1993, 12718016, 5256
71-FV-90, BMW, X6, 1997, 13303406, 5261
89-RB-11, BMW, X6, 1990, 4772078, 5263
29-GO-19, BMW, 530, 1994, 1597514, 5265
75-JO-80, BMW, 520, 1997, 3834472, 5268
11-CC-87, BMW, 520, 2000, 6380591, 5275
22-TA-22, BMW, 530, 2006, 3276207, 5281
32-IP-76, BMW, 520, 2005, 1173120, 5296
68-TM-35, BMW, 320, 2001, 14311780, 5304
83-GL-60, BMW, X3, 1997, 6414413, 5309
72-HI-92, BMW, X3, 1995, 3663241, 5311
57-RK-72, BMW, 320, 2003, 1414648, 5330
74-AV-59, BMW, 520, 2000, 3135200, 5333
58-GO-01, BMW, X6, 1999, 3057874, 5342
10-OG-65, BMW, 320, 1997, 6776069, 5346
68-IE-12, BMW, 530, 1999, 7148429, 5350
85-KU-82, BMW, 320, 1999, 9993306, 5353
41-DO-85, BMW, X6, 1992, 4170026, 5362
22-MA-60, BMW, X6, 2010, 13857798, 5371
81-VH-01, BMW, 520, 2005, 9999809, 5380
81-VB-35, BMW, X3, 2009, 14149884, 5386
36-LF-14, BMW, 520, 1995, 1395502, 5391
15-AV-55, BMW, X3, 1992, 12081275, 5396
96-GR-54, BMW, X3, 2006, 1983167, 5401
17-LS-66, BMW, X6, 1996, 9505979, 5404
25-KF-89, BMW, 320, 2004, 9497479, 5413
00-KB-82, BMW, 520, 1997, 6259736, 5414
93-PR-30, BMW, 320, 1995, 8547400, 5415
38-PP-31, BMW, X6, 2008, 1915194, 5430
25-DP-58, BMW, 530, 2002, 1209093, 5431
75-OV-60, BMW, 530, 1995, 1859945, 5435
39-JC-48, BMW, X3, 1991, 2875762, 5440
71-NE-66, BMW, X3, 1992, 11679367, 5453
95-IO-69, BMW, X6, 2000, 12461794, 5462
19-LH-88, BMW, X3, 2000, 10682029, 5463
74-RO-96, BMW, 530, 2002, 14917224, 5468
20-FR-94, BMW, X6, 1990, 2740027, 5474
37-HA-82, BMW, 320, 2004, 14030276, 5499
85-SG-38, BMW, X6, 2010, 13458523, 5505
52-KN-92, BMW, X6, 1993, 12008445, 5509
11-AB-73, BMW, 530, 1995, 11560922, 5510
72-IN-79, BMW, X3, 1995, 2762630, 5536
80-SR-14, BMW, X3, 2008, 8566970, 5538
94-EL-11, BMW, X6, 2009, 12688629, 5543
71-TB-74, BMW, X3, 1998, 8783026, 5545
31-PS-40, BMW, X3, 2003, 6033049, 5558
07-PE-06, BMW, 530, 1994, 6776069, 5564
67-TK-90, BMW, 530, 2010, 7443298, 5569
22-GV-31, BMW, X3, 1992, 14560788, 5575
18-FD-86, BMW, 530, 2010, 3601070, 5579
71-VF-83, BMW, 530, 1994, 6086011, 5588
90-EK-65, BMW, X3, 2004, 10265757, 5596
36-NN-64, BMW, 530, 1994, 7494026, 5614
23-HG-93, BMW, X6, 1993, 14386625, 5631
60-TU-28, BMW, 320, 2007, 5328506, 5659
14-BQ-02, BMW, 320, 1999, 2002449, 5662
37-NL-06, BMW, 520, 1993, 11939445, 5678
92-II-90, BMW, 530, 1991, 7761741, 5687
00-RH-61, BMW, 520, 2000, 8849463, 5688
17-KI-51, BMW, 520, 2001, 2862082, 5689
82-AA-86, BMW, 530, 1994, 7224911, 5716
42-GK-11, BMW, 530, 1991, 10027514, 5745
19-GJ-69, BMW, X3, 2009, 10246431, 5751
84-RJ-29, BMW, 520, 1999, 6006563, 5761
27-NQ-59, BMW, X6, 2006, 3922497, 5763
39-FJ-20, BMW, 520, 2008, 4829509, 5766
80-CK-36, BMW, 520, 1991, 9531220, 5769
02-NB-87, BMW, 530, 2001, 12845182, 5775
40-SU-35, BMW, X6, 2010, 6023052, 5793
85-QF-89, BMW, X3, 1993, 3869479, 5799
06-SN-06, BMW, 320, 2010, 7678460, 5801
83-LD-52, BMW, X6, 1995, 13169644, 5802
22-GR-02, BMW, X6, 1998, 5802855, 5804
75-RA-35, BMW, X6, 1996, 1779842, 5813
71-VH-83, BMW, X3, 2000, 1898275, 5824
68-IV-75, BMW, 320, 2002, 10087458, 5834
35-GJ-70, BMW, 320, 2000, 13434264, 5839
09-RD-36, BMW, 530, 1995, 8279458, 5842
09-KS-65, BMW, X3, 1998, 11623443, 5847
39-NB-70, BMW, 530, 1992, 4530989, 5859
08-UV-40, BMW, X3, 1997, 1993971, 5874
21-JC-76, BMW, X3, 2003, 10722073, 5885
46-QP-34, BMW, 320, 1994, 7328830, 5891
78-HS-95, BMW, X6, 2002, 13296408, 5901
20-IE-71, BMW, 320, 2005, 8483809, 5903
69-AC-49, BMW, 320, 2009, 2052151, 5911
83-AH-74, BMW, 320, 2007, 8347299, 5914
69-BA-68, BMW, 530, 1991, 3858814, 5920
92-SN-34, BMW, X3, 2008, 4392657, 5921
20-PG-34, BMW, X6, 2005, 8685052, 5922
17-OC-15, BMW, 320, 1997, 7142297, 5934
13-GK-61, BMW, 530, 1997, 7207229, 5941
09-BP-41, BMW, 320, 1995, 8512124, 5948
95-EL-21, BMW, 520, 1993, 1123163, 5952
78-FD-08, BMW, X3, 2000, 5371338, 5964
81-QO-36, BMW, 530, 2005, 2933944, 5965
85-OA-26, BMW, 320, 1996, 9076149, 5976
59-PE-40, BMW, X3, 1994, 12589592, 5983
11-NE-19, BMW, 530, 2003, 13371010, 5991
00-JB-12, BMW, 520, 1998, 7004173, 5999
30-SD-25, BMW, 320, 2009, 5905212, 6002
59-TO-54, BMW, 520, 2003, 5601627, 6003
22-IJ-57, BMW, 520, 2001, 2761504, 6004
11-UO-37, BMW, X6, 2007, 14990807, 6023
22-BB-90, BMW, 530, 2002, 9394656, 6038
14-MM-25, BMW, 530, 2001, 10836804, 6044
61-SB-51, BMW, X3, 1990, 11015565, 6047
85-AM-78, BMW, 530, 1996, 3172213, 6049
42-HH-86, BMW, X3, 2005, 5992606, 6051
48-CO-07, BMW, 520, 2010, 11592055, 6060
08-KA-11, BMW, X3, 2001, 4107224, 6067
45-LI-66, BMW, 320, 1990, 10092077, 6077
26-GS-27, BMW, 520, 1992, 4454186, 6081
47-GI-65, BMW, X3, 2005, 8483770, 6084
33-BC-54, BMW, 530, 2009, 1227142, 6091
85-LD-62, BMW, X6, 1991, 6316305, 6093
95-RL-57, BMW, X6, 1990, 7867937, 6100
45-AH-71, BMW, 530, 2001, 3939695, 6111
16-CA-99, BMW, X3, 2004, 2577442, 6117
34-OF-34, BMW, 320, 2001, 1090911, 6132
55-UI-43, BMW, 530, 2000, 1569121, 6133
60-OI-14, BMW, 530, 1998, 2002449, 6134
97-BD-95, BMW, 520, 2010, 9329069, 6136
86-UA-04, BMW, X6, 1993, 2601177, 6143
50-AT-59, BMW, X3, 1995, 5322788, 6156
26-DP-61, BMW, X3, 1999, 3901020, 6162
55-JJ-88, BMW, 320, 1996, 12019158, 6169
64-KD-65, BMW, 520, 1990, 4529497, 6180
44-GQ-50, BMW, 320, 2002, 8242713, 6182
36-SH-34, BMW, X3, 2006, 6254859, 6191
72-GK-13, BMW, X3, 1999, 1879214, 6199
55-AV-29, BMW, 520, 2002, 14542460, 6202
87-IF-41, BMW, 520, 2001, 2862946, 6211
66-RM-47, BMW, X3, 2001, 12246826, 6212
26-LK-52, BMW, 520, 1996, 14475720, 6215
12-LJ-17, BMW, 320, 1994, 2037731, 6244
86-FE-62, BMW, 530, 2008, 14523287, 6245
16-UR-51, BMW, X6, 1997, 13296513, 6253
39-VF-17, BMW, 520, 1993, 2914858, 6254
00-CA-91, BMW, X3, 1995, 12066532, 6255
31-RA-99, BMW, 320, 1991, 4882540, 6263
80-HA-34, BMW, X6, 2006, 7249271, 6267
19-UA-47, BMW, 520, 2005, 8037611, 6276
68-IA-22, BMW, 530, 2009, 6977465, 6280
72-RS-06, BMW, X3, 1995, 2497546, 6282
02-SI-61, BMW, 520, 1993, 7320942, 6285
85-LK-98, BMW, X3, 2008, 12600529, 6293
32-IM-13, BMW, 320, 2002, 6229188, 6298
59-JA-13, BMW, 520, 1990, 9252345, 6302
24-CV-83, BMW, 520, 2002, 5961080, 6306
63-PL-62, BMW, 520, 2005, 9403516, 6311
99-LC-78, BMW, 320, 2006, 8948059, 6316
81-MA-06, BMW, 530, 2001, 11700204, 6321
56-KK-57, BMW, X6, 1995, 13031646, 6329
71-UG-19, BMW, X6, 2003, 3914352, 6347
18-EP-72, BMW, 520, 2001, 9659395, 6351
72-GR-00, BMW, 520, 1996, 12311357, 6353
79-EI-98, BMW, X6, 2002, 5070155, 6355
72-JR-66, BMW, X6, 2009, 3575787, 6368
72-DG-14, BMW, 320, 2004, 6362128, 6386
34-OU-82, BMW, 530, 2010, 8450331, 6387
88-TG-58, BMW, 320, 2000, 10334539, 6393
63-NC-08, BMW, X3, 2009, 5946546, 6394
58-HP-54, BMW, X3, 1994, 11385140, 6400
97-JV-94, BMW, 520, 2009, 1054400, 6402
30-NQ-65, BMW, X6, 2001, 10436630, 6403
01-GB-10, BMW, 520, 2003, 3914352, 6404
75-IT-50, BMW, X6, 2001, 7545407, 6412
53-QQ-00, BMW, 530, 1995, 9831035, 6413
59-CJ-17, BMW, 520, 1996, 8820643, 6419
09-IH-92, BMW, X3, 2000, 4071803, 6426
54-MK-51, BMW, 530, 2000, 8108048, 6433
83-SL-94, BMW, X3, 1991, 1983167, 6441
09-QD-22, BMW, 520, 2000, 9833493, 6454
27-OV-77, BMW, 520, 2006, 4449409, 6463
55-DL-81, BMW, 520, 1995, 10367564, 6476
69-HH-49, BMW, 320, 2010, 14663772, 6480
92-KT-24, BMW, 520, 2002, 2255954, 6491
47-QS-51, BMW, 530, 2000, 11072137, 6499
26-UE-22, BMW, 320, 1996, 14170853, 6500
50-QN-12, BMW, 530, 1992, 6844483, 6507
67-OL-51, BMW, 520, 2004, 9424915, 6523
60-EO-56, BMW, 320, 2010, 9217733, 6550
75-MM-27, BMW, X6, 1990, 1162833, 6554
59-MU-67, BMW, 530, 2001, 10433459, 6561
71-LN-03, BMW, X3, 2002, 2627331, 6564
46-TB-83, BMW, 320, 2002, 7315561, 6572
57-JT-54, BMW, X3, 1994, 11779532, 6573
47-UI-81, BMW, X3, 2007, 6518985, 6577
65-BP-29, BMW, 530, 1996, 10282880, 6578
80-PL-95, BMW, 320, 2010, 13579073, 6579
13-AN-68, BMW, 520, 1993, 9556619, 6595
11-FR-42, BMW, 530, 2007, 13019454, 6605
30-LR-56, BMW, 320, 2001, 9054494, 6609
56-TJ-87, BMW, X6, 2000, 14998371, 6610
64-EV-91, BMW, 530, 1999, 14527721, 6625
29-MD-04, BMW, 320, 2009, 12270707, 6628
34-TT-04, BMW, 320, 2007, 2820328, 6642
25-SL-05, BMW, 520, 2000, 14766748, 6651
68-VQ-88, BMW, 530, 1996, 5825646, 6661
05-DD-20, BMW, X6, 2004, 12128000, 6668
30-UR-53, BMW, X3, 1996, 3669112, 6670
49-NT-77, BMW, X6, 1999, 2159477, 6679
29-GG-71, BMW, 520, 2002, 5089801, 6681
82-SC-31, BMW, X6, 1997, 3603262, 6685
63-DR-68, BMW, X3, 1995, 11169440, 6687
00-QC-26, BMW, X3, 2007, 11309704, 6699
17-KB-25, BMW, X6, 2009, 8678716, 6704
31-PM-33, BMW, 320, 2001, 1535622, 6723
06-VE-45, BMW, X6, 2002, 6955174, 6735
86-MC-89, BMW, 320, 1996, 4407205, 6748
86-KC-67, BMW, 520, 2001, 2631023, 6755
98-QU-58, BMW, X6, 1994, 13299100, 6757
51-DL-33, BMW, 530, 2004, 14627522, 6801
05-PB-61, BMW, X6, 2001, 14767746, 6827
13-FH-74, BMW, 520, 1993, 10268534, 6831
16-HO-49, BMW, X3, 2005, 10574651, 6841
99-EJ-37, BMW, 520, 2008, 13886782, 6842
99-NH-30, BMW, 320, 1995, 9499934, 6852
66-TR-17, BMW, 530, 2008, 6992673, 6859
88-UO-42, BMW, 520, 2005, 13847862, 6861
73-DQ-05, BMW, 530, 1990, 2764751, 6866
59-UF-48, BMW, 520, 2009, 13556933, 6881
33-BG-52, BMW, 520, 1998, 6425763, 6895
08-GC-94, BMW, 530, 2003, 12519381, 6896
08-OL-89, BMW, 530, 1993, 5688323, 6909
45-JE-42, BMW, 520, 1991, 12240344, 6912
35-FQ-54, BMW, 530, 1999, 8481151, 6919
15-FM-78, BMW, 320, 1998, 4678724, 6921
58-FH-03, BMW, 530, 2003, 9397584, 6922
76-PV-97, BMW, 520, 1999, 8084703, 6934
79-VQ-66, BMW, 320, 2002, 4256468, 6936
56-EA-00, BMW, 320, 1999, 4772078, 6940
73-MA-49, BMW, X6, 2009, 7518769, 6941
57-FN-10, BMW, X6, 2003, 12915789, 6946
87-EA-38, BMW, X6, 1991, 1691762, 6955
12-NA-97, BMW, 530, 2008, 3772519, 6971
22-DA-24, BMW, 530, 1991, 7572331, 6973
64-AE-35, BMW, 320, 1991, 2598408, 6987
58-EQ-33, BMW, X3, 1991, 5190554, 6993
75-BB-73, BMW, X3, 2007, 6584090, 6997
63-VI-20, BMW, X6, 2006, 1697492, 7002
54-IU-06, BMW, X3, 1996, 1686440, 7003
48-PM-89, BMW, 530, 1996, 4214748, 7015
92-HL-45, BMW, 320, 1991, 1199039, 7023
17-UV-40, BMW, 530, 2004, 9527491, 7033
68-PO-77, BMW, 320, 2009, 9898521, 7050
